title,price;
"Tearaway™ Unfolded (Simplified Chinese, English, Korean),""Rp339,000""";
"FINAL FANTASY VIII Remastered (English/Japanese Ver.),""Rp285,000""";
"Ghostrunner (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp422,000""";
"ALIENATION™ (English/Chinese/Korean Ver.),""Rp299,000""";
Death end re;"Quest (English Ver.),""Rp557,000"""
"Hello Neighbor (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp107,250""";
"Last Stop (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp139,600""";
"Days Gone Standard Edition (Simplified Chinese, English, Korean),""Rp231,600""";
"ONINAKI (English/Japanese Ver.),""Rp286,000""";
"Trials® Rising - Digital Standard Edition (English/Chinese/Japanese Ver.),""Rp229,000""";
"For The King (English/Chinese/Korean/Japanese Ver.),""Rp235,000""";
"Ashen (English/Chinese/Korean/Japanese Ver.),""Rp139,500""";
"Darksiders III (Game),""Rp579,000""";
"Secret Neighbor (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese),""Rp279,000""";
"Middle-earth™: Shadow of War™ (English/Chinese/Korean Ver.),""Rp149,780""";
"FINAL FANTASY VII (English/Japanese Ver.),""Rp198,000""";
"FINAL FANTASY VII REMAKE (Simplified Chinese, Korean, Traditional Chinese),""Rp429,000""";
"WORLD OF FINAL FANTASY (Chinese/Korean Ver.),""Rp330,000""";
"Call of Cthulhu® (Simplified Chinese, English, Korean),""Rp279,000""";
"FAR CRY 3: BLOOD DRAGON CLASSIC EDITION (Simplified Chinese, English, Korean, Traditional Chinese),""Rp59,600""";
"Killzone™ Shadow Fall PlayStation®Hits (English/Chinese/Korean Ver.),""Rp139,500""";
"XCOM 2 (English/Chinese/Korean Ver.),""Rp40,000""";
"Moving Out (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp101,700""";
"Totally Reliable Delivery Service (English, Korean, Japanese),""Rp199,000""";
"FIGHTING EX LAYER (Standard Version) (English/Japanese Ver.),""Rp449,000""";
"Detroit: Become Human™ Standard Edition (English/Chinese/Korean Ver.),""Rp309,000""";
"Battle Chasers: Nightwar (Simplified Chinese, English, Korean, Japanese),""Rp429,000""";
"PAW Patrol On a Roll (English),""Rp665,000""";
"Harvest Moon®: Light of Hope Special Edition (English Ver.),""Rp556,000""";
"The Messenger (English/Korean/Japanese Ver.),""Rp250,000""";
"FINAL FANTASY® IX (English Ver.),""Rp199,000""";
"The Surge 2 (English/Chinese/Korean Ver.),""Rp429,000""";
"Prison Architect: PlayStation®4 Edition (Game),""Rp349,000""";
"The Artful Escape (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp139,500""";
"The LEGO® Movie Videogame full game (English Ver.),""Rp684,000""";
"Deliver Us The Moon PS4 & PS5 (Simplified Chinese, English, Korean, Japanese),""Rp235,000""";
"Deliver Us The Moon PS4 & PS5 (Simplified Chinese, English, Korean, Japanese),""Rp235,000""";
"Valiant Hearts: The Great War full game (English),""Rp140,000""";
"Overcooked! 2 (Simplified Chinese, English, Korean, Japanese),""Rp348,000""";
"Caladrius Blaze (English, Korean),""Rp286,000""";
"The MISSING: J.J. Macfield and the Island of Memories (English/Chinese/Korean/Japanese Ver.),""Rp384,000""";
"Destruction AllStars (Simplified Chinese, English, Korean, Traditional Chinese),""Rp279,000""";
"inFAMOUS Second Son™ PlayStation®Hits (English/Chinese/Korean Ver.),""Rp279,000""";
"Until Dawn™ PlayStation®Hits (English/Chinese/Korean Ver.),""Rp139,500""";
"South Park™: The Fractured but Whole™ - Digital Standard Edition (English),""Rp172,250""";
"GRIP (Simplified Chinese, English, Korean),""Rp577,000""";
"Monster Jam Steel Titans 2 (English),""Rp173,700""";
"Monster Truck Championship (Simplified Chinese, English, Korean, Thai, Traditional Chinese),""Rp579,000""";
"The Last Guardian (English/Chinese/Korean Ver.),""Rp490,000""";
"Batman™: Arkham Knight PlayStation®Hits (English, Korean),""Rp279,000""";
"Observation (English/Korean/Japanese Ver.),""Rp87,500""";
"This is the Police (Simplified Chinese, English),""Rp279,000""";
"Golf With Your Friends (Simplified Chinese, English, Japanese, Traditional Chinese),""Rp271,000""";
"The Crew (English),""Rp289,000""";
"ABZU (English),""Rp266,000""";
"JUDGE EYES: wills of death Remastered (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp239,000""";
"ReadySet Heroes (English/Chinese/Korean Ver.),""Rp309,000""";
"This Is the Police 2 (English, Korean, Japanese, Traditional Chinese),""Rp128,700""";
"South Park: The Stick of Truth (English),""Rp359,000""";
"Embr (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp279,000""";
"Starlink: Battle for Atlas - Digital Edition (English/Chinese/Korean/Japanese Ver.),""Rp289,000""";
"Marvel's Spider-Man: Miles Morales PS4 & PS5 (Simplified Chinese, English, Korean, Traditional Chinese),""Rp729,000""";
"Hotline Miami 2: Wrong Number (English Ver.),""Rp189,000""";
"How to Survive 2 (English),""Rp39,600""";
"Surviving Mars (English),""Rp398,000""";
"MATTERFALL™ (English/Chinese/Korean Ver.),""Rp239,000""";
"Concrete Genie Digital Deluxe Edition (English, Korean, Thai, Traditional Chinese),""Rp579,000""";
"Warhammer 40,000: Inquisitor - Martyr (English),""Rp655,000""";
"Space Hulk: Deathwing - Enhanced Edition (English Ver.),""Rp107,250""";
"Lawn Mowing Simulator PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp279,000""";
"I Am Dead (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp111,600""";
"Fade to Silence (English, Japanese, Traditional Chinese),""Rp429,000""";
"Shadow of the Beast™ (English/Chinese/Korean Ver.),""Rp119,600""";
"ZOMBI (English, Japanese),""Rp197,000""";
"FORECLOSED (English, Korean, Japanese, Traditional Chinese),""Rp279,000""";
"Brothers: A Tale of Two Sons (Simplified Chinese, English, Japanese),""Rp52,200""";
"Vampyr (English Ver.),""Rp579,000""";
"Stellaris: Console Edition (English, Korean, Japanese),""Rp531,000""";
"ELEX (English),""Rp829,000""";
"Trials Fusion (English),""Rp199,000""";
"KINGDOM HEARTS Melody of Memory (Simplified Chinese, Korean, Traditional Chinese),""Rp699,000""";
"RESOGUN™ full game (English),""Rp42,500""";
"KNACK full game (English/Chinese/Korean Ver.),""Rp299,000""";
"Transference™ - Digital Edition (English/Chinese/Korean/Japanese Ver.),""Rp289,000""";
"Observer: System Redux (Simplified Chinese, English, Korean, Japanese),""Rp429,000""";
The Elder Scrolls Online - PS4 (English),Included;
"Eagle Flight (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp539,000""";
"Bomber Crew (English/Japanese Ver.),""Rp140,000""";
"Space Crew: Legendary Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp349,000""";
"Trials of the Blood Dragon Game (Simplified Chinese, English),""Rp195,000""";
"Age of Wonders: Planetfall (English, Korean),""Rp715,000""";
"No Straight Roads (Simplified Chinese, English, Korean, Malay, Japanese, Traditional Chinese),""Rp769,000""";
"DAMASCUS GEAR : Operation Tokyo HD Edition (Japanese Ver.),""Rp189,000""";
"Get Even (English Ver.),""Rp260,000""";
"ADR1FT (English),""Rp66,500""";
"BOUND: Shattered Kingdom (English/Chinese/Korean Ver.),""Rp266,000""";
"Hue (English Ver.),""Rp199,000""";
"Entwined™ full game (English Ver.),""Rp120,000""";
"11-11: Memories Retold (English, Japanese),""Rp21,000""";
"TowerFall Ascension full game (English Ver.),""Rp180,000""";
"The Technomancer (English Ver.),""Rp162,000""";
"Space Junkies™ - Digital Standard Edition (English/Chinese/Korean/Japanese Ver.),""Rp459,000""";
"Star Trek: Bridge Crew - Digital Standard (English),""Rp289,000""";
"Risk Urban Assault (English),""Rp195,000""";
"Werewolves Within (English),""Rp359,000""";
"TorqueL full game (English Ver.),""Rp106,000""";
"Tetris® Effect: Connected (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese),""Rp496,000""";
"Rez Infinite (Simplified Chinese, English, Korean, Japanese),""Rp336,000""";
"Payday 2 Crimewave Edition (English),""Rp266,000""";
"NARUTO TO BORUTO: SHINOBI STRIKER (English),""Rp279,000""";
"Monster Truck Championship (Simplified Chinese, English, Korean, Thai, Traditional Chinese),""Rp579,000""";
"Maneater PS4 & PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp579,000""";
"Mahjong (English),""Rp139,000""";
"Magicka 2: Base Edition (English, Korean, Traditional Chinese),""Rp204,000""";
"MudRunner (English Ver.),""Rp499,000""";
"LOST SPHEAR (Japanese Ver.),""Rp141,000""";
"Legendary Fishing Digital Edition (English/Chinese/Korean/Japanese Ver.),""Rp345,000""";
"Life is Strange: Before the Storm Complete Season (English Ver.),""Rp160,000""";
"Kingdom Two Crowns (English),""Rp279,000""";
"DYNASTY WARRIORS 8 Empires full game (Japanese Ver.),""Rp659,000""";
"Far Cry 6 - Digital Standard Edition PS4 & PS5 (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese),""Rp187,250""";
"Sakuna: Of Rice and Ruin (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp269,000""";
"Bus Simulator 21 Next Stop (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp579,000""";
"Rise of the Tomb Raider: 20 Year Celebration (Game),""Rp455,000""";
Shadow of the Tomb Raider (English Ver.),Included;
RESIDENT EVIL 7 biohazard (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese),Included;
DRAGON BALL Z: KAKAROT PS4&PS5 (English),Included;
"FINAL FANTASY TYPE-0 HD (English Ver.),""Rp339,000""";
"FINAL FANTASY TYPE-0 HD (Japanese Ver.),""Rp339,000""";
ACE COMBAT™ 7: SKIES UNKNOWN (English, Japanese),Included;
"Street Fighter V: Champion Edition (Game),""Rp144,500""";
"Megadimension Neptunia™ VII (English Ver.),""Rp139,000""";
"MEGADIMENSION NEPTUNIA VII (Chinese Ver.),""Rp539,000""";
"Yakuza 6: The Song of Life (English Ver.),""Rp334,400""";
"Ikenie to Yuki no Setsuna (Japanese Ver.),""Rp195,200""";
"KINGDOM HEARTS III (English Ver.),""Rp724,000""";
"DRAGON QUEST XI S: Echoes of an Elusive Age – Definitive Edition (English),""Rp579,000""";
"DRAGON QUEST BUILDERS 2 (English Ver.),""Rp499,000""";
"DRAGON QUEST BUILDERS 2 (Japanese Ver.),""Rp499,000""";
"DRAGON QUEST HEROES II™ (English Ver.),""Rp635,000""";
"DRAGONQUEST HEROES II Futago no Ou to Yogen no Owari (Japanese Ver.),""Rp779,000""";
"Yakuza 0 (English Ver.),""Rp319,440""";
"Ryu Ga Gotoku 0: Chikai No Basyo (Japanese Ver.),""Rp312,840""";
"Judgment (English Ver.),""Rp239,000""";
"Ryu Ga Gotoku 7: Hikari To Yami No Yukue International (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp258,060""";
"YAKUZA KIWAMI (English Ver.),""Rp131,120""";
"Yakuza Kiwami 2 (English Ver.),""Rp297,000""";
"DRAGON QUEST BUILDERS™ (English Ver.),""Rp299,000""";
"DRAGON QUEST BUILDERS：Alefgard wo Fukkatsu Seyo (PS4™) (Japanese Ver.),""Rp814,000""";
"DRAGON QUEST HEROES: The World Tree's Woe and the Blight Below (English Ver.),""Rp339,000""";
"Dragon Quest Heroes™: Yamiryuu to Sekaiju no Shiro full game (Japanese Ver.),""Rp339,000""";
"FINAL FANTASY VII REMAKE INTERGRADE (Japanese/English Version) (English, Japanese),""Rp579,000""";
"Marvel's Guardians of the Galaxy PS4 & PS5 (English/Japanese Version) (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp829,000""";
"Oddworld: Soulstorm Enhanced Edition (Simplified Chinese, English, Japanese, Traditional Chinese),""Rp579,000""";
"Assassin's Creed® Syndicate - Digital Standard Edition (Simplified Chinese, English, Korean, Traditional Chinese),""Rp107,700""";
"OUTRIDERS PS4 & PS5 (English),""Rp579,000""";
"Control: Ultimate Edition (Simplified Chinese, English, Korean, Traditional Chinese),""Rp570,000""";
"Assassin's Creed® IV Black Flag - Digital Standard Edition – PlayStation®Hits (English),""Rp279,000""";
"Assassin's Creed Origins - Digital Standard Edition (Simplified Chinese, English, Korean, Traditional Chinese),""Rp98,850""";
"Assassin's Creed® Freedom Cry Standalone full game (English/Chinese/Japanese Ver.),""Rp104,000""";
"Assetto Corsa Competizione (English, Korean),""Rp769,000""";
"Assetto Corsa Competizione (Simplified Chinese, English, Korean, Traditional Chinese),""Rp579,000""";
"FINAL FANTASY X/X-2 HD Remaster (English Ver.),""Rp339,000""";
"FINAL FANTASY X/X-2 HD Remaster (Japanese Ver.),""Rp339,000""";
"Tennis World Tour 2 (Simplified Chinese, English, Korean, Traditional Chinese),""Rp699,000""";
"Tennis World Tour 2 - Complete Edition (Simplified Chinese, English, Korean, Traditional Chinese),""Rp699,000""";
"FINAL FANTASY XII THE ZODIAC AGE (English/Japanese Ver.),""Rp617,000""";
"Warhammer Chaosbane (Simplified Chinese, English, Korean, Traditional Chinese),""Rp429,000""";
"FINAL FANTASY XV ROYAL EDITION (English, Japanese),""Rp629,000""";
"Tom Clancy's The Division - Digital Standard Edition PlayStation®Hits (Simplified Chinese, English, Korean, Traditional Chinese),""Rp279,000""";
"Bee Simulator (Simplified Chinese, English, Korean, Traditional Chinese),""Rp545,000""";
"Werewolf: The Apocalypse – Earthblood (Simplified Chinese, English, Korean, Traditional Chinese),""Rp699,000""";
"Werewolf: The Apocalypse – Earthblood (Simplified Chinese, English, Korean, Traditional Chinese),""Rp699,000""";
"AO Tennis 2 (Simplified Chinese, English, Korean, Traditional Chinese),""Rp499,000""";
"ALIENATION™ (English),""Rp270,000""";
"inFAMOUS First Light™ full game (English/Chinese/Korean Ver.),""Rp170,000""";
"AVICII Invector (Simplified Chinese, English, Korean, Japanese),""Rp190,000""";
"FINAL FANTASY VII REMAKE (English/Japanese Ver.),""Rp429,000""";
"WORLD OF FINAL FANTASY (English Ver.),""Rp330,000""";
"Portal Knights (Simplified Chinese, English, Korean),""Rp140,000""";
Child Of Light (English/Japanese Ver.),Included;
"Hotshot Racing (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp190,000""";
"KINGDOM HEARTS Melody of Memory (English),""Rp699,000""";
"The Surge (Simplified Chinese, English, Korean),""Rp232,000""";
"OVERPASS™ (Simplified Chinese, English, Korean, Traditional Chinese),""Rp429,000""";
"Oddworld: Soulstorm Enhanced Edition (Simplified Chinese, English, Japanese, Traditional Chinese),""Rp579,000""";
"Necromunda: Underhive Wars (Simplified Chinese, English),""Rp69,750""";
"Just Cause 4: Reloaded (English Ver.),""Rp499,000""";
"DYNASTY WARRIORS 8 Empires full game (English Ver.),""Rp606,000""";
"DYNASTY WARRIORS 8 Empires full game (Traditional Chinese),""Rp659,000""";
DEATH STRANDING Standard Digital Edition (Simplified Chinese, English, Korean, Traditional Chinese),Included;
"DEATH STRANDING DIRECTOR’S CUT (Simplified Chinese, English, Korean, Japanese, Traditional Chinese),""Rp729,000""";
"TRIALS of MANA (Simplified Chinese, Korean, Traditional Chinese),""Rp629,000""";
"TRIALS of MANA (English/Japanese Ver.),""Rp629,000""";
